recording_id,frame_idx,boll_id,distance_m,depth_valid_px,mask_pix,H_aa_cm,W_aa_cm,H_rot_cm,W_rot_cm,area_cm2,ok_mask_size,ok_distance,ok_depth_coverage
handheld_1,5,25,0.566,3355,3355,4.809,3.453,4.748,3.391,12.756,1,1,1
handheld_1,5,32,0.566,3255,3255,4.809,3.453,4.403,3.438,12.376,1,1,1
handheld_1,5,33,0.629,3002,3002,15.553,5.414,5.451,2.312,14.096,1,1,1
handheld_1,5,4,0.566,3263,3263,4.809,3.515,4.394,3.496,12.406,1,1,1
handheld_1,5,5,0.566,3552,3552,14.303,18.562,4.664,3.364,13.505,1,1,1
handheld_1,5,7,0.749,1068,1068,2.855,3.346,3.226,2.672,7.111,1,1,1
handheld_1,6,1,0.565,3257,3257,4.677,3.324,4.527,3.294,12.339,1,1,1
handheld_1,6,11,0.566,3372,3372,4.747,3.453,4.686,3.391,12.82,1,1,1
handheld_1,6,13,0.565,3203,3203,4.677,3.324,4.527,3.288,12.135,1,1,1
handheld_1,6,2,0.565,3320,3320,4.677,3.324,4.616,3.262,12.578,1,1,1
handheld_1,6,22,0.468,3418,3418,13.611,12.034,3.996,2.986,8.885,1,1,1
handheld_1,6,25,0.566,3359,3359,4.747,3.392,4.686,3.33,12.771,1,1,1
handheld_1,6,32,0.566,3499,3499,8.939,11.532,4.579,3.59,13.303,1,1,1
handheld_1,6,33,0.581,2474,2474,13.986,4.495,5.084,2.661,9.911,1,1,1
handheld_1,6,4,0.565,3279,3279,7.016,10.835,4.616,3.324,12.423,1,1,1
handheld_1,6,5,0.469,3183,3183,9.911,4.241,4.042,2.911,8.309,1,1,1
handheld_1,6,7,0.754,1146,1146,3.039,3.368,3.429,2.779,7.732,1,1,1
handheld_1,7,1,0.538,3861,3861,4.923,3.4,4.865,3.341,13.263,1,1,1
handheld_1,7,11,0.538,3767,3767,4.923,3.4,4.865,3.341,12.94,1,1,1
handheld_1,7,13,0.538,3720,3720,4.923,3.341,4.865,3.282,12.779,1,1,1
handheld_1,7,2,0.538,3662,3662,4.864,3.341,4.806,3.282,12.579,1,1,1
handheld_1,7,22,0.455,4511,4511,12.638,5.007,4.318,3.475,11.083,1,1,1
handheld_1,7,25,0.538,3577,3577,4.923,3.283,4.865,3.224,12.287,1,1,1
handheld_1,7,32,0.538,3801,3801,7.794,11.196,4.806,3.224,13.057,1,1,1
handheld_1,7,33,0.86,3202,3202,22.201,5.622,5.34,4.31,28.106,1,1,1
handheld_1,7,38,0.66,2693,2693,8.986,4.458,4.401,4.28,13.922,1,1,1
handheld_1,7,4,0.538,3701,3701,16.643,16.765,4.806,3.282,12.713,1,1,1
handheld_1,7,5,0.66,2400,2400,17.038,36.531,3.934,3.54,12.407,1,1,1
handheld_1,7,7,0.767,928,928,3.843,3.928,3.76,2.172,6.479,1,1,1
handheld_1,8,1,0.488,4641,4641,4.89,3.562,4.564,3.662,13.117,1,1,1
handheld_1,8,11,0.488,4674,4674,4.997,3.562,4.573,3.699,13.21,1,1,1
handheld_1,8,13,0.488,4523,4523,4.837,3.509,4.546,3.609,12.783,1,1,1
handheld_1,8,2,0.487,4452,4452,4.827,3.502,4.528,3.553,12.531,1,1,1
handheld_1,8,22,0.491,3605,3605,8.504,10.004,4.329,3.323,10.314,1,1,1
handheld_1,8,25,0.488,4612,4612,4.837,3.562,4.555,3.662,13.035,1,1,1
handheld_1,8,32,0.488,4486,4486,4.89,3.509,4.494,3.615,12.679,1,1,1
handheld_1,8,38,0.609,1682,1682,3.914,2.455,3.848,2.388,7.404,1,1,1
handheld_1,8,4,0.487,4426,4426,4.827,3.502,4.498,3.618,12.458,1,1,1
handheld_1,8,5,0.49,1804,1804,16.866,21.996,3.36,2.838,5.141,1,1,1
handheld_1,8,7,0.676,1607,1607,3.903,2.946,3.869,2.822,8.715,1,1,1
handheld_1,9,1,0.436,5745,5745,4.987,3.373,4.94,3.325,12.961,1,1,1
handheld_1,9,11,0.436,5720,5720,4.987,3.373,4.94,3.325,12.905,1,1,1
handheld_1,9,13,0.436,5746,5746,5.034,3.373,4.987,3.325,12.963,1,1,1
handheld_1,9,2,0.436,5700,5700,4.987,3.373,4.923,3.331,12.86,1,1,1
handheld_1,9,22,0.436,4965,4965,8.358,19.145,4.385,3.318,11.201,1,1,1
handheld_1,9,25,0.436,5760,5760,4.987,3.373,4.94,3.325,12.995,1,1,1
handheld_1,9,32,0.436,5627,5627,8.216,18.242,4.92,3.328,12.695,1,1,1
handheld_1,9,4,0.436,5674,5674,4.987,3.373,4.94,3.325,12.801,1,1,1
handheld_1,9,5,0.456,10124,10124,12.566,18.035,4.399,2.776,24.984,1,1,1
handheld_1,9,7,0.623,1599,1603,2.85,3.462,3.393,2.783,7.384,1,1,1
handheld_1,10,1,0.406,6231,6280,4.732,6.237,4.688,3.361,12.285,1,1,1
handheld_1,10,11,0.406,6219,6263,4.732,3.406,4.688,3.361,12.252,1,1,1
handheld_1,10,13,0.406,5994,6002,4.732,3.273,4.721,3.203,11.742,1,1,1
handheld_1,10,2,0.406,6038,6056,4.732,7.963,4.72,3.239,11.847,1,1,1
handheld_1,10,22,0.424,5094,5094,7.297,18.849,4.181,3.368,10.869,1,1,1
handheld_1,10,25,0.406,6244,6295,4.732,6.237,4.852,3.28,12.315,1,1,1
handheld_1,10,32,0.406,6457,6496,9.287,16.766,4.644,3.229,12.708,1,1,1
handheld_1,10,33,0.782,373,373,5.281,1.96,2.982,1.022,2.707,1,1,1
handheld_1,10,4,0.406,5998,6017,4.732,3.318,4.724,3.235,11.771,1,1,1
handheld_1,10,5,0.684,6851,6851,38.221,39.35,8.93,4.971,38.04,1,1,1
handheld_1,11,1,0.397,1806,1810,1.816,2.812,2.768,1.773,3.386,1,1,1
handheld_1,11,11,0.398,1873,1877,1.821,2.819,2.775,1.778,3.529,1,1,1
handheld_1,11,13,0.397,1819,1823,1.816,2.812,2.768,1.773,3.41,1,1,1
handheld_1,11,2,0.397,1786,1790,5.189,15.961,2.725,1.773,3.348,1,1,1
handheld_1,11,25,0.397,1820,1824,1.816,2.812,2.768,1.773,3.412,1,1,1
handheld_1,11,32,0.417,5437,5439,7.676,19.219,4.25,3.369,11.225,1,1,1
handheld_1,11,33,0.836,846,846,20.033,5.101,4.21,2.111,7.017,1,1,1
handheld_1,11,38,0.782,282,282,3.407,0.767,3.322,0.682,2.047,1,1,1
handheld_1,11,4,0.397,1782,1786,5.189,15.961,2.725,1.773,3.341,1,1,1
handheld_1,11,5,0.725,350,350,27.64,22.75,1.02,0.454,2.183,1,1,1
handheld_1,12,32,0.424,5112,5112,6.004,7.345,4.115,3.381,10.907,1,1,1
handheld_1,12,33,0.558,3696,3696,21.638,6.809,4.166,4.069,13.658,1,1,1
handheld_1,12,38,0.557,3689,3689,4.55,4.248,4.327,4.243,13.583,1,1,1
handheld_1,12,5,0.557,2872,2872,18.323,31.558,3.915,3.879,10.575,1,1,1
handheld_1,13,1,0.389,3760,3784,2.881,3.264,3.221,2.839,6.796,1,1,1
handheld_1,13,11,0.39,3797,3822,2.889,3.272,3.229,2.847,6.899,1,1,1
handheld_1,13,13,0.389,3747,3771,2.881,3.264,3.221,2.839,6.772,1,1,1
handheld_1,13,2,0.389,3672,3696,2.839,3.221,3.178,2.797,6.638,1,1,1
handheld_1,13,22,0.423,4971,4971,3.87,4.378,4.125,3.307,10.556,1,1,1
handheld_1,13,25,0.389,3764,3788,2.881,3.264,3.221,2.839,6.803,1,1,1
handheld_1,13,32,0.424,5116,5131,9.283,18.109,4.045,3.227,10.947,1,1,1
handheld_1,13,33,0.557,3232,3232,14.44,6.251,4.348,3.624,11.9,1,1,1
handheld_1,13,38,0.557,3508,3508,4.49,4.188,4.265,4.204,12.917,1,1,1
handheld_1,13,4,0.389,3634,3657,16.525,18.691,3.136,2.797,6.568,1,1,1
handheld_1,13,5,0.557,2832,2832,12.195,31.922,4.317,3.589,10.428,1,1,1
handheld_1,14,1,0.394,6153,6153,4.764,3.22,4.721,3.176,11.336,1,1,1
handheld_1,14,11,0.394,6285,6285,4.764,3.22,4.721,3.176,11.579,1,1,1
handheld_1,14,13,0.393,6127,6127,4.752,3.211,4.539,3.283,11.231,1,1,1
handheld_1,14,2,0.393,6116,6116,4.666,3.254,4.489,3.272,11.211,1,1,1
handheld_1,14,22,0.421,4825,4825,4.815,5.092,4.118,3.324,10.149,1,1,1
handheld_1,14,25,0.394,6176,6176,4.764,3.22,4.551,3.291,11.378,1,1,1
handheld_1,14,32,0.418,8905,8905,10.335,19.675,4.664,3.31,18.466,1,1,1
handheld_1,14,33,0.552,4046,4046,15.152,6.195,4.252,4.21,14.631,1,1,1
handheld_1,14,38,0.552,4209,4209,4.81,4.451,4.556,4.398,15.221,1,1,1
handheld_1,14,4,0.393,6032,6032,4.666,3.254,4.472,3.274,11.057,1,1,1
handheld_1,14,5,0.604,6742,6742,16.184,18.163,4.89,4.096,29.191,1,1,1
handheld_1,15,1,0.397,5830,5830,4.584,3.201,4.541,3.157,10.905,1,1,1
handheld_1,15,11,0.397,5775,5775,4.584,3.201,4.382,3.229,10.802,1,1,1
handheld_1,15,13,0.397,5832,5832,9.297,5.493,4.394,3.278,10.909,1,1,1
handheld_1,15,2,0.397,5718,5718,4.541,3.201,4.344,3.242,10.696,1,1,1
handheld_1,15,22,0.432,4964,4964,4.658,4.613,4.255,3.313,10.995,1,1,1
handheld_1,15,25,0.397,5910,5910,4.584,3.244,4.397,3.301,11.055,1,1,1
handheld_1,15,3,0.644,13408,13408,19.641,16.77,8.559,7.226,65.996,1,1,1
handheld_1,15,32,0.397,5848,5848,14.443,25.997,4.378,3.286,10.939,1,1,1
handheld_1,15,33,0.561,3883,3883,18.332,6.235,4.28,4.255,14.503,1,1,1
handheld_1,15,38,0.561,4016,4016,4.583,4.462,4.427,4.415,15.0,1,1,1
handheld_1,15,4,0.397,5882,5882,4.627,3.244,4.584,3.2,11.002,1,1,1
handheld_1,15,5,0.561,4050,4061,27.437,44.132,4.63,2.194,15.168,1,1,1
handheld_1,15,7,0.584,1347,1352,2.29,3.372,3.308,2.227,5.472,1,1,1
handheld_1,16,1,0.395,6023,6023,4.518,3.271,4.54,3.18,11.153,1,1,1
handheld_1,16,11,0.395,6032,6032,4.518,3.271,4.539,3.178,11.17,1,1,1
handheld_1,16,13,0.395,5905,5905,4.518,3.228,4.475,3.184,10.934,1,1,1
handheld_1,16,2,0.395,5785,5785,4.518,3.228,4.543,3.109,10.712,1,1,1
handheld_1,16,22,0.422,4957,4957,8.182,18.484,4.503,3.248,10.477,1,1,1
handheld_1,16,25,0.395,5975,5975,4.518,3.271,4.537,3.172,11.064,1,1,1
handheld_1,16,3,0.63,9298,9298,21.479,25.192,7.893,7.618,43.798,1,1,1
handheld_1,16,32,0.395,5964,5965,14.844,22.509,4.485,3.143,11.045,1,1,1
handheld_1,16,33,0.776,825,825,40.826,27.141,3.049,1.793,5.896,1,1,1
handheld_1,16,38,0.552,3866,3866,4.389,4.391,4.366,4.261,13.98,1,1,1
handheld_1,16,4,0.395,5925,5925,4.518,3.271,4.538,3.168,10.971,1,1,1
handheld_1,16,7,0.601,2518,2536,4.059,5.108,3.947,3.425,10.871,1,1,1
handheld_1,17,1,0.388,6196,6196,4.522,3.255,4.481,3.212,11.07,1,1,1
handheld_1,17,11,0.388,6119,6119,4.48,3.213,4.438,3.17,10.933,1,1,1
handheld_1,17,13,0.388,6150,6150,4.48,3.297,4.353,3.313,10.988,1,1,1
handheld_1,17,2,0.388,6062,6062,4.48,3.213,4.438,3.17,10.831,1,1,1
handheld_1,17,22,0.416,5129,5129,10.558,9.836,4.401,3.264,10.534,1,1,1
handheld_1,17,25,0.388,6280,6280,4.522,3.297,4.481,3.255,11.22,1,1,1
handheld_1,17,3,0.679,1274,1274,19.821,16.424,0.986,0.754,6.971,1,1,1
handheld_1,17,32,0.388,6014,6014,16.694,23.378,4.277,3.297,10.745,1,1,1
handheld_1,17,33,0.735,1611,1611,5.124,3.684,5.454,2.577,10.329,1,1,1
handheld_1,17,38,0.542,4002,4002,4.428,4.429,4.389,4.258,13.953,1,1,1
handheld_1,17,4,0.388,6135,6135,4.48,3.297,4.438,3.255,10.961,1,1,1
handheld_1,17,7,0.597,2825,2825,4.487,3.708,3.92,3.915,11.949,1,1,1
handheld_1,18,1,0.369,6983,6983,4.582,3.297,4.601,3.213,11.284,1,1,1
handheld_1,18,11,0.369,6878,6878,4.582,3.297,4.596,3.21,11.115,1,1,1
handheld_1,18,13,0.369,6829,6829,4.582,3.257,4.542,3.216,11.035,1,1,1
handheld_1,18,2,0.369,6805,6805,4.582,3.257,4.564,3.193,10.997,1,1,1
handheld_1,18,22,0.514,1685,1685,12.317,12.377,4.841,1.712,5.283,1,1,1
handheld_1,18,25,0.369,6848,6848,4.582,3.257,4.574,3.193,11.066,1,1,1
handheld_1,18,3,0.519,16225,16225,13.455,18.265,8.538,8.368,51.868,1,1,1
handheld_1,18,32,0.37,8445,8445,12.735,17.214,4.514,3.225,13.721,1,1,1
handheld_1,18,33,0.728,3269,3269,15.146,22.606,6.477,2.535,20.562,1,1,1
handheld_1,18,38,0.517,4001,4001,4.111,4.281,4.225,4.01,12.692,1,1,1
handheld_1,18,4,0.368,6145,6145,5.652,9.102,4.171,3.233,9.876,1,1,1
handheld_1,18,7,0.56,2683,2683,4.27,3.356,3.819,3.409,9.986,1,1,1
handheld_1,19,1,0.35,7710,7710,4.613,3.241,4.576,3.203,11.209,1,1,1
handheld_1,19,11,0.35,7664,7664,4.575,3.241,4.537,3.203,11.142,1,1,1
handheld_1,19,13,0.35,7642,7642,4.613,3.203,4.576,3.165,11.11,1,1,1
handheld_1,19,2,0.549,5577,5577,4.126,13.818,5.769,3.922,19.949,1,1,1
handheld_1,19,22,0.735,964,964,23.938,23.544,1.897,1.891,6.181,1,1,1
handheld_1,19,25,0.35,7753,7753,4.613,3.241,4.576,3.203,11.272,1,1,1
handheld_1,19,32,0.35,7482,7482,13.267,15.33,4.393,3.212,10.878,1,1,1
handheld_1,19,33,0.735,3475,3475,16.652,22.343,3.593,2.162,22.28,1,1,1
handheld_1,19,38,0.5,1977,1978,2.178,2.942,2.887,2.124,5.869,1,1,1
handheld_1,19,4,0.662,1951,1951,16.729,27.048,4.478,2.794,10.147,1,1,1
handheld_1,19,7,0.55,2488,2488,4.014,2.936,3.955,2.876,8.932,1,1,1
handheld_1,20,1,0.331,9119,9119,4.651,3.318,4.616,3.281,11.857,1,1,1
handheld_1,20,11,0.331,9038,9038,4.651,3.318,4.616,3.281,11.752,1,1,1
handheld_1,20,13,0.331,8945,8945,4.651,3.318,4.561,3.317,11.631,1,1,1
handheld_1,20,2,0.33,7449,7449,6.65,7.011,4.454,3.143,9.627,1,1,1
handheld_1,20,25,0.331,9128,9128,4.687,3.39,4.462,3.447,11.869,1,1,1
handheld_1,20,32,0.331,8930,8930,4.723,3.39,4.525,3.454,11.611,1,1,1
handheld_1,20,33,0.727,4160,4160,19.084,21.704,6.915,3.169,26.094,1,1,1
handheld_1,20,7,0.572,2719,2719,4.112,3.49,4.05,3.427,10.558,1,1,1
handheld_1,21,1,0.3,10607,10607,4.673,3.399,4.735,3.265,11.33,1,1,1
handheld_1,21,11,0.3,10715,10715,4.673,3.432,4.734,3.271,11.445,1,1,1
handheld_1,21,13,0.3,10541,10541,4.64,3.432,4.684,3.241,11.259,1,1,1
handheld_1,21,2,0.3,10450,10450,4.608,3.367,4.652,3.241,11.162,1,1,1
handheld_1,21,25,0.3,10676,10676,4.608,3.432,4.709,3.277,11.403,1,1,1
handheld_1,21,32,0.3,10481,10481,12.744,12.879,4.71,3.246,11.195,1,1,1
handheld_1,21,33,0.676,6390,6390,18.482,19.813,7.658,4.198,34.656,1,1,1
handheld_1,21,7,0.474,3896,3896,4.13,3.564,3.755,3.664,10.389,1,1,1
handheld_1,22,1,0.285,12286,12286,4.657,3.633,4.41,3.612,11.843,1,1,1
handheld_1,22,11,0.285,12119,12119,4.657,3.54,4.461,3.596,11.682,1,1,1
handheld_1,22,13,0.285,12300,12300,4.657,3.54,4.415,3.592,11.857,1,1,1
handheld_1,22,2,0.286,12367,12367,4.797,3.646,4.604,3.547,12.005,1,1,1
handheld_1,22,25,0.286,12434,12434,4.86,3.584,4.466,3.6,12.07,1,1,1
handheld_1,22,32,0.285,12297,12297,4.905,3.54,4.402,3.584,11.854,1,1,1
handheld_1,22,33,0.683,3750,3750,19.938,48.892,4.884,3.825,20.761,1,1,1
handheld_1,22,7,0.456,4109,4109,4.023,3.577,3.69,3.624,10.14,1,1,1
handheld_1,23,1,0.268,13952,13952,4.437,3.621,4.44,3.521,11.893,1,1,1
handheld_1,23,11,0.268,14410,14410,4.437,3.679,4.277,3.684,12.283,1,1,1
handheld_1,23,13,0.268,13510,13510,5.167,3.475,4.377,3.464,11.516,1,1,1
handheld_1,23,2,0.451,6863,6863,10.611,15.528,6.519,3.527,16.567,1,1,1
handheld_1,23,25,0.268,14087,14087,4.525,3.621,4.374,3.636,12.008,1,1,1
handheld_1,23,32,0.268,13552,13552,5.138,3.621,4.386,3.533,11.552,1,1,1
handheld_1,23,33,0.637,1327,1327,6.453,18.462,3.384,2.414,6.39,1,1,1
handheld_1,23,7,0.549,4120,4120,4.724,4.606,4.718,4.14,14.737,1,1,1
handheld_1,24,11,0.312,877,937,1.223,3.059,2.039,0.782,1.083,1,1,1
handheld_1,24,2,0.43,7238,7238,3.7,6.559,6.452,3.591,15.883,1,1,1
handheld_1,24,32,0.43,7072,7072,3.606,6.606,6.509,3.515,15.519,1,1,1
handheld_1,24,7,0.425,4094,4094,3.703,3.797,3.65,3.292,8.776,1,1,1
handheld_1,25,2,0.413,7684,7684,3.644,6.615,6.535,3.578,15.555,1,1,1
handheld_1,25,32,0.413,7384,7384,3.599,6.615,6.535,3.532,14.948,1,1,1
handheld_1,25,7,0.405,4246,4246,3.617,3.618,3.548,3.249,8.266,1,1,1
handheld_1,26,2,0.392,8065,8065,3.672,6.492,6.412,3.601,14.708,1,1,1
handheld_1,26,32,0.392,7555,7555,3.587,6.492,6.413,3.518,13.778,1,1,1
handheld_1,26,7,0.386,4557,4557,3.616,3.533,3.508,3.215,8.058,1,1,1
handheld_1,27,2,0.378,8670,8670,3.788,6.466,6.385,3.72,14.702,1,1,1
handheld_1,27,32,0.379,9284,9284,3.757,6.483,6.423,3.703,15.827,1,1,1
handheld_1,27,7,0.377,5501,5501,3.819,3.656,3.528,3.496,9.279,1,1,1
handheld_1,28,2,0.372,6093,6093,3.89,6.485,3.781,3.768,10.007,1,1,1
handheld_1,28,32,0.375,10301,10301,3.962,6.537,6.496,3.922,17.192,1,1,1
handheld_1,28,7,0.371,6332,6332,4.041,3.719,3.79,3.632,10.344,1,1,1
handheld_1,29,2,0.365,6292,6292,3.936,3.659,4.197,3.094,9.948,1,1,1
handheld_1,29,32,0.369,11499,11499,4.22,6.714,6.648,4.178,18.582,1,1,1
handheld_1,29,7,0.365,6973,6973,4.095,3.738,4.009,3.715,11.025,1,1,1
handheld_1,30,2,0.364,6633,6633,4.242,5.433,4.405,3.085,10.43,1,1,1
handheld_1,30,32,0.369,11501,11501,4.904,6.674,6.402,4.406,18.585,1,1,1
handheld_1,30,7,0.364,7137,7137,4.282,3.609,4.45,3.398,11.223,1,1,1
handheld_1,31,2,0.372,9960,9986,3.606,6.688,6.646,3.566,16.4,1,1,1
handheld_1,31,32,0.372,9960,9987,3.606,6.647,6.606,3.566,16.402,1,1,1
handheld_1,31,7,0.368,5694,5712,3.568,3.689,3.648,3.528,9.18,1,1,1
handheld_1,32,2,0.366,6420,6420,4.345,6.141,4.448,3.104,10.206,1,1,1
handheld_1,32,32,0.37,11931,11931,4.474,6.652,6.41,4.497,19.385,1,1,1
handheld_1,32,7,0.367,7271,7271,4.437,3.759,4.468,3.459,11.623,1,1,1
handheld_1,33,2,0.364,6951,6951,4.044,4.64,3.996,3.809,10.93,1,1,1
handheld_1,33,32,0.365,11933,11933,4.373,6.641,6.541,4.312,18.868,1,1,1
handheld_1,33,7,0.364,7476,7476,4.322,4.045,4.305,3.802,11.756,1,1,1
handheld_1,34,2,0.35,5669,5669,3.736,3.432,3.798,2.976,8.242,1,1,1
handheld_1,34,32,0.35,11133,11133,3.965,6.483,6.422,3.923,16.186,1,1,1
handheld_1,34,7,0.35,6930,6930,3.965,3.585,3.77,3.54,10.075,1,1,1
handheld_1,35,2,0.338,6250,6250,3.534,4.824,3.538,3.351,8.474,1,1,1
handheld_1,35,32,0.34,10490,10490,3.778,6.52,6.044,3.671,14.392,1,1,1
handheld_1,35,7,0.338,6725,6725,3.755,3.72,3.475,3.442,9.118,1,1,1
handheld_1,36,1,0.394,6239,6239,4.678,5.667,5.659,4.061,11.494,1,1,1
handheld_1,36,13,0.42,7153,7153,4.895,4.302,4.661,3.724,14.975,1,1,1
handheld_1,36,2,0.339,5373,5373,3.619,4.469,3.534,3.118,7.328,1,1,1
handheld_1,36,32,0.337,8196,8196,3.561,6.352,5.499,3.471,11.047,1,1,1
handheld_1,36,7,0.339,5447,5447,3.619,5.208,3.536,3.101,7.429,1,1,1
handheld_1,37,1,0.262,11915,11915,3.681,3.882,3.789,3.392,9.707,1,1,1
handheld_1,37,13,0.405,5735,5735,5.294,5.295,4.052,3.579,11.164,1,1,1
handheld_1,37,2,0.337,5947,5947,3.634,3.782,3.737,3.08,8.016,1,1,1
handheld_1,37,32,0.324,11481,11481,3.494,6.46,6.408,3.434,14.304,1,1,1
handheld_1,37,7,0.341,6023,6023,3.677,3.753,3.857,2.961,8.312,1,1,1
handheld_1,38,1,0.401,11779,11779,5.766,5.986,5.827,5.2,22.479,1,1,1
