recording_id,frame_idx,boll_id,distance_m,depth_valid_px,mask_pix,H_aa_cm,W_aa_cm,H_rot_cm,W_rot_cm,area_cm2,ok_mask_size,ok_distance,ok_depth_coverage
handheld_2,0,10,-1.0,0,10617,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,0,21,-1.0,0,9969,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,0,27,-1.0,0,9987,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,0,32,-1.0,0,4593,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,0,37,-1.0,0,8487,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,0,8,-1.0,0,11577,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,0,9,-1.0,0,64034,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,1,10,-1.0,0,8594,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,1,13,-1.0,0,5178,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,1,21,-1.0,0,8924,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,1,27,-1.0,0,8783,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,1,35,-1.0,0,10250,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,1,37,-1.0,0,8805,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,1,8,-1.0,0,9097,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,1,9,-1.0,0,66667,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,2,10,1.39,8827,8827,17.26,22.869,21.455,16.942,202.405,1,1,1
handheld_2,2,11,1.39,2791,2791,9.539,10.45,9.007,9.007,63.998,1,1,1
handheld_2,2,21,1.39,8650,8650,17.26,22.112,20.769,16.852,198.347,1,1,1
handheld_2,2,27,1.39,8788,8788,17.563,22.717,20.965,17.309,201.511,1,1,1
handheld_2,2,29,1.39,2894,2894,12.718,9.39,8.697,8.688,66.36,1,1,1
handheld_2,2,35,-1.0,0,10791,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0
handheld_2,2,37,1.39,8747,8747,17.26,22.717,21.305,16.942,200.571,1,1,1
handheld_2,2,8,1.39,9016,9016,17.412,23.172,21.794,17.113,206.739,1,1,1
handheld_2,2,9,1.39,83551,83551,50.115,55.279,54.783,49.491,1915.845,1,1,1
handheld_2,3,10,1.136,9499,9499,12.993,19.68,20.172,12.17,145.484,1,1,1
handheld_2,3,11,2.081,2940,2940,17.907,17.005,15.959,12.476,151.102,1,1,1
handheld_2,3,21,1.136,9472,9472,13.116,19.804,20.203,12.398,145.07,1,1,1
handheld_2,3,27,1.136,9436,9436,13.116,20.051,20.253,12.503,144.519,1,1,1
handheld_2,3,29,2.081,3487,3487,19.04,17.459,16.461,12.789,179.215,1,1,1
handheld_2,3,35,0.295,9790,10661,2.828,6.268,5.399,2.796,11.011,1,1,1
handheld_2,3,37,1.136,9471,9471,13.859,19.804,20.431,12.212,145.055,1,1,1
handheld_2,3,8,1.136,9677,9677,13.735,19.928,20.318,12.646,148.21,1,1,1
handheld_2,3,9,5.475,89285,89285,206.938,228.473,227.144,204.185,31763.326,1,0,1
handheld_2,4,10,0.293,9132,9132,8.011,7.821,4.832,3.474,9.304,1,1,1
handheld_2,4,11,1.106,2580,2580,27.467,8.435,7.819,6.385,37.455,1,1,1
handheld_2,4,21,0.293,8963,8963,3.543,4.916,4.788,3.511,9.132,1,1,1
handheld_2,4,27,0.293,9010,9010,3.511,4.852,4.78,3.468,9.18,1,1,1
handheld_2,4,29,1.106,3033,3033,10.24,8.194,7.689,6.516,44.031,1,1,1
handheld_2,4,35,0.284,11045,12167,3.124,6.158,5.198,3.094,11.647,1,1,1
handheld_2,4,37,0.293,8403,8403,3.351,4.789,4.896,3.156,8.561,1,1,1
handheld_2,4,8,0.293,9447,9447,3.574,8.013,4.971,3.518,9.625,1,1,1
handheld_2,4,9,1.106,88505,88505,42.767,45.19,44.601,41.659,1284.864,1,1,1
handheld_2,5,10,1.207,11020,11020,16.96,23.277,24.966,13.49,190.535,1,1,1
handheld_2,5,21,1.207,10918,10918,16.828,23.54,25.18,13.308,188.772,1,1,1
handheld_2,5,27,1.207,10561,10561,16.303,23.014,25.061,13.249,182.599,1,1,1
handheld_2,5,37,1.207,9858,9858,16.828,22.883,24.858,13.211,170.444,1,1,1
handheld_2,5,8,1.207,11300,11300,16.96,23.54,25.193,13.449,195.376,1,1,1
handheld_2,5,9,1.207,96924,96924,47.33,49.974,49.44,47.546,1675.811,1,1,1
handheld_2,6,10,0.903,3814,3814,6.983,10.232,9.045,6.943,36.909,1,1,1
handheld_2,6,13,0.903,3842,3842,20.065,21.252,9.445,6.857,37.18,1,1,1
handheld_2,6,21,0.979,3246,3246,23.78,19.947,8.928,5.613,36.923,1,1,1
handheld_2,6,24,0.611,5332,5724,10.782,24.166,6.896,4.619,25.361,1,1,1
handheld_2,6,27,0.903,3783,3783,20.164,16.332,9.509,6.954,36.609,1,1,1
handheld_2,6,35,0.291,4598,4623,1.838,4.185,3.075,1.807,4.646,1,1,1
handheld_2,6,37,0.903,3852,3852,7.77,13.381,9.383,7.046,37.277,1,1,1
handheld_2,6,8,0.903,4072,4072,20.065,21.252,9.091,7.238,39.406,1,1,1
handheld_2,6,9,0.979,97717,97717,37.856,76.908,48.943,35.976,1111.513,1,1,1
handheld_2,7,10,1.18,1087,1087,7.84,9.128,8.716,3.352,17.963,1,1,1
handheld_2,7,17,1.18,3317,3317,8.997,22.628,9.131,6.58,54.814,1,1,1
handheld_2,7,29,1.18,1621,1621,13.624,4.114,12.219,3.402,26.787,1,1,1
handheld_2,7,35,0.264,14140,14159,3.968,4.257,4.026,3.94,11.712,1,1,1
handheld_2,7,8,1.18,3810,3810,43.701,35.099,13.76,5.829,62.961,1,1,1
handheld_2,7,9,1.18,90378,90955,33.161,100.026,62.241,31.777,1503.038,1,1,1
handheld_2,8,10,0.948,8063,8063,12.495,9.296,11.618,9.309,85.999,1,1,1
handheld_2,8,11,0.948,7823,7823,12.391,9.296,11.459,9.073,83.439,1,1,1
handheld_2,8,17,0.948,2368,2368,6.299,8.367,8.805,2.263,25.257,1,1,1
handheld_2,8,21,0.948,8458,8458,12.598,10.639,11.767,9.727,90.212,1,1,1
handheld_2,8,29,0.948,7807,7807,12.495,9.193,11.785,8.85,83.268,1,1,1
handheld_2,8,35,3.565,10944,10944,49.316,53.603,51.366,48.983,1650.724,1,0,1
handheld_2,8,8,0.948,7771,7771,12.391,9.193,11.57,9.206,82.884,1,1,1
handheld_2,8,9,0.948,195254,195419,60.924,51.439,60.829,51.328,2084.312,1,1,1
handheld_2,9,10,0.87,3914,3914,9.287,9.005,11.869,5.062,35.159,1,1,1
handheld_2,9,17,0.342,3570,3588,2.198,3.652,3.879,1.788,4.981,1,1,1
handheld_2,9,21,0.87,3865,3865,9.382,9.195,11.618,5.111,34.719,1,1,1
handheld_2,9,26,0.87,3385,3385,9.287,8.721,11.185,5.01,30.407,1,1,1
handheld_2,9,29,0.87,3806,3806,9.287,9.005,11.25,5.119,34.189,1,1,1
handheld_2,9,32,0.87,3665,3665,9.097,8.816,11.374,5.041,32.922,1,1,1
handheld_2,9,8,0.87,3849,3849,9.192,10.238,11.527,5.006,34.575,1,1,1
handheld_2,9,9,0.508,49047,49251,23.683,17.103,19.757,17.045,150.842,1,1,1
handheld_2,10,10,0.325,3031,3031,4.142,3.258,4.95,1.591,3.8,1,1,1
handheld_2,10,17,0.266,2646,2720,1.188,2.753,2.724,1.159,2.284,1,1,1
handheld_2,10,21,0.325,2841,2841,3.54,3.187,4.473,1.414,3.561,1,1,1
handheld_2,10,26,0.325,2572,2579,6.053,8.251,4.373,1.324,3.233,1,1,1
handheld_2,10,29,0.325,3109,3109,4.0,3.258,4.604,1.517,3.897,1,1,1
handheld_2,10,32,0.325,2591,2591,3.363,3.01,4.29,1.323,3.248,1,1,1
handheld_2,10,8,0.325,3189,3189,10.691,5.56,5.051,1.684,3.998,1,1,1
handheld_2,10,9,0.49,38746,38993,22.47,17.778,22.42,17.722,111.111,1,1,1
handheld_2,11,10,0.845,11177,11177,24.391,13.074,12.368,10.089,94.715,1,1,1
handheld_2,11,11,0.845,7843,7843,11.781,9.207,9.243,9.154,66.462,1,1,1
handheld_2,11,17,0.845,2775,2775,8.008,13.534,7.695,2.448,23.516,1,1,1
handheld_2,11,21,0.845,10165,10165,12.426,11.232,11.521,10.315,86.139,1,1,1
handheld_2,11,29,0.845,8148,8148,11.413,9.391,9.942,9.298,69.047,1,1,1
handheld_2,11,35,1.072,15340,15340,18.916,52.327,20.749,14.089,209.216,1,1,1
handheld_2,11,8,0.845,11482,11482,24.115,13.166,12.172,10.35,97.299,1,1,1
handheld_2,11,9,0.845,208507,208772,65.165,41.247,65.083,41.148,1769.151,1,1,1
handheld_2,12,10,1.156,9917,9917,51.122,29.347,16.702,14.548,157.281,1,1,1
handheld_2,12,11,1.156,7023,7023,15.488,10.706,14.97,10.336,111.383,1,1,1
handheld_2,12,13,1.156,8933,8933,17.251,14.233,16.091,12.701,141.675,1,1,1
handheld_2,12,21,1.156,11491,11491,32.864,15.24,18.357,14.811,182.244,1,1,1
handheld_2,12,29,1.156,6679,6679,14.606,9.447,13.983,9.162,105.927,1,1,1
handheld_2,12,32,1.156,5707,5707,13.977,9.572,13.059,9.294,90.511,1,1,1
handheld_2,12,8,1.156,11040,11040,50.115,28.34,18.528,14.832,175.091,1,1,1
handheld_2,12,9,0.605,96808,97212,26.096,52.669,32.955,22.739,422.289,1,1,1
handheld_2,13,10,1.515,17810,17810,33.169,33.674,44.798,18.615,485.141,1,1,1
handheld_2,13,26,1.515,16960,16960,32.344,33.014,43.146,18.039,461.988,1,1,1
handheld_2,13,27,1.515,17645,17645,33.169,33.839,43.576,18.262,480.647,1,1,1
handheld_2,13,37,1.515,17372,17372,32.344,32.519,42.884,17.949,473.21,1,1,1
handheld_2,13,8,1.515,18106,18106,33.004,33.839,44.698,18.906,493.204,1,1,1
handheld_2,13,9,1.515,17309,17309,32.839,33.014,44.446,17.984,471.494,1,1,1
handheld_2,14,10,1.155,36198,36198,34.723,26.553,32.894,26.71,573.097,1,1,1
handheld_2,14,11,1.155,29907,29907,33.465,25.924,30.951,24.885,473.496,1,1,1
handheld_2,14,17,1.155,4130,4130,9.436,24.666,10.63,4.321,65.387,1,1,1
handheld_2,14,21,1.155,34454,34454,32.836,26.427,29.129,26.094,545.485,1,1,1
handheld_2,14,26,1.155,22362,22362,30.446,22.275,31.246,17.843,354.041,1,1,1
handheld_2,14,27,1.155,20917,20917,27.804,22.149,30.557,16.326,331.164,1,1,1
handheld_2,14,35,1.155,19010,19010,27.552,21.016,30.025,15.474,300.971,1,1,1
handheld_2,14,37,1.155,22168,22168,31.452,21.519,32.254,17.824,350.97,1,1,1
handheld_2,14,8,1.155,36736,36736,34.849,26.805,31.94,26.885,581.614,1,1,1
handheld_2,14,9,1.155,26933,26933,31.075,25.798,31.988,18.924,426.411,1,1,1
handheld_2,15,10,1.131,35829,35829,34.741,26.494,29.463,26.082,543.925,1,1,1
handheld_2,15,11,1.131,28840,28840,32.277,25.139,30.179,22.962,437.824,1,1,1
handheld_2,15,17,1.131,8959,8959,13.059,25.139,25.859,10.045,136.008,1,1,1
handheld_2,15,21,1.131,33837,33837,29.936,25.632,29.136,25.229,513.684,1,1,1
handheld_2,15,26,1.131,22157,22157,29.936,23.66,29.716,16.595,336.369,1,1,1
handheld_2,15,27,1.131,20854,20854,25.871,22.428,29.938,16.209,316.588,1,1,1
handheld_2,15,35,1.131,19814,19814,26.61,21.812,29.556,16.005,300.799,1,1,1
handheld_2,15,37,1.131,24217,24217,31.784,21.196,30.322,17.753,367.642,1,1,1
handheld_2,15,8,1.131,36779,36779,31.907,26.741,29.901,26.469,558.347,1,1,1
handheld_2,15,9,1.131,20319,20319,27.472,23.66,25.79,16.759,308.466,1,1,1
handheld_2,16,10,1.956,35094,35094,53.264,44.542,49.022,44.925,1593.492,1,1,1
handheld_2,16,11,1.962,24730,24730,50.649,42.327,50.372,37.365,1129.799,1,1,1
handheld_2,16,17,1.694,8023,8023,17.529,36.73,37.628,12.674,273.239,1,1,1
handheld_2,16,21,1.967,33059,33059,51.421,44.792,48.123,44.689,1518.021,1,1,1
handheld_2,16,26,1.743,19594,19594,44.616,33.994,43.437,26.523,706.475,1,1,1
handheld_2,16,27,1.743,18771,18771,43.667,33.804,44.199,23.103,676.802,1,1,1
handheld_2,16,29,0.36,1738,1738,2.431,3.452,2.867,1.426,2.673,1,1,1
handheld_2,16,35,1.953,15244,15244,41.482,31.28,43.486,24.038,690.053,1,1,1
handheld_2,16,37,1.953,19836,19836,48.502,34.259,49.146,28.011,897.92,1,1,1
handheld_2,16,8,1.959,36130,36130,54.199,45.464,49.652,47.729,1645.569,1,1,1
handheld_2,16,9,1.965,16342,16342,46.446,35.755,40.648,26.083,748.875,1,1,1
handheld_2,17,10,1.337,36924,36924,36.262,31.466,34.433,31.136,783.341,1,1,1
handheld_2,17,11,1.337,34823,34823,35.097,33.651,34.049,30.877,738.768,1,1,1
handheld_2,17,17,1.337,8771,8771,15.874,29.863,31.059,12.202,186.076,1,1,1
handheld_2,17,21,1.337,34257,34257,34.515,38.021,34.226,29.979,726.761,1,1,1
handheld_2,17,26,1.337,30921,30921,35.243,30.155,33.681,29.095,655.988,1,1,1
handheld_2,17,27,1.337,15219,15219,31.311,19.229,32.507,14.847,322.87,1,1,1
handheld_2,17,29,1.908,7497,7497,22.445,23.076,20.974,19.337,323.909,1,1,1
handheld_2,17,35,1.337,14457,14457,31.02,19.229,32.288,14.335,306.705,1,1,1
handheld_2,17,37,1.337,17342,17342,35.097,23.745,36.35,17.706,367.91,1,1,1
handheld_2,17,8,1.337,37125,37125,35.826,38.021,34.46,31.855,787.605,1,1,1
handheld_2,17,9,1.337,34378,34378,34.224,30.883,34.137,30.248,729.328,1,1,1
handheld_2,18,10,3.023,48079,48079,96.15,82.673,84.709,81.527,5214.479,1,0,1
handheld_2,18,11,3.023,43178,43178,91.21,121.21,81.616,78.814,4682.934,1,0,1
handheld_2,18,13,3.023,8408,8408,74.417,128.786,34.705,34.515,911.902,1,0,1
handheld_2,18,17,3.023,9691,9691,37.209,71.474,72.314,28.831,1051.052,1,0,1
handheld_2,18,20,3.023,8263,8263,49.721,90.908,34.205,33.725,896.176,1,0,1
handheld_2,18,21,3.023,47172,47172,94.832,128.786,83.992,81.266,5116.109,1,0,1
handheld_2,18,26,3.023,44163,44163,97.467,111.988,84.419,79.499,4789.764,1,0,1
handheld_2,18,27,3.023,13723,13723,82.978,58.629,79.936,29.797,1488.348,1,0,1
handheld_2,18,29,3.023,8856,8856,37.209,40.513,34.534,34.075,960.491,1,0,1
handheld_2,18,35,3.023,12780,12780,83.637,38.866,73.493,28.319,1386.074,1,0,1
handheld_2,18,37,3.023,13711,13711,76.064,53.029,82.563,32.22,1487.047,1,0,1
handheld_2,18,8,3.023,48787,48787,97.467,128.127,84.844,81.557,5291.266,1,0,1
handheld_2,18,9,3.023,45985,45985,92.857,82.344,82.637,81.103,4987.371,1,0,1
handheld_2,19,10,1.584,61155,61155,56.592,46.598,48.448,47.059,1821.049,1,1,1
handheld_2,19,11,1.584,56929,56929,56.765,75.766,47.465,46.495,1695.209,1,1,1
handheld_2,19,13,1.584,10763,10763,20.532,36.071,24.238,18.768,320.496,1,1,1
handheld_2,19,17,1.461,10678,10678,18.46,35.817,36.373,14.521,270.501,1,1,1
handheld_2,19,20,1.584,10152,10152,20.359,36.243,19.917,19.024,302.302,1,1,1
handheld_2,19,21,0.312,9915,9915,6.151,15.229,3.743,3.656,11.455,1,1,1
handheld_2,19,26,1.584,57465,57465,56.592,73.867,47.346,47.042,1711.169,1,1,1
handheld_2,19,27,1.584,48040,48040,56.074,45.563,46.5,43.579,1430.516,1,1,1
handheld_2,19,29,1.574,10107,10107,20.574,22.809,19.291,18.125,297.174,1,1,1
handheld_2,19,35,1.584,14028,14028,48.483,44.182,41.984,25.585,417.72,1,1,1
handheld_2,19,37,1.584,10178,10178,38.993,22.091,40.634,12.776,303.076,1,1,1
handheld_2,19,8,1.584,61419,61419,56.937,47.979,48.424,47.356,1828.91,1,1,1
handheld_2,19,9,1.584,59049,59049,56.592,75.421,47.483,47.2,1758.337,1,1,1
handheld_2,20,10,1.549,66951,67129,50.28,53.501,53.325,50.118,1911.579,1,1,1
handheld_2,20,11,1.549,65368,65549,54.835,94.851,50.793,49.612,1866.587,1,1,1
handheld_2,20,13,0.898,11611,11611,11.933,16.535,14.411,11.837,111.122,1,1,1
handheld_2,20,17,1.494,11249,11249,19.528,37.277,37.793,15.587,297.985,1,1,1
handheld_2,20,20,0.898,11044,11044,11.933,15.948,11.586,11.396,105.696,1,1,1
handheld_2,20,21,0.898,11389,11389,16.042,43.247,11.708,11.428,108.998,1,1,1
handheld_2,20,26,1.549,65563,65738,50.111,52.151,50.625,49.95,1871.969,1,1,1
handheld_2,20,27,1.549,64448,64611,50.111,52.657,52.481,49.95,1839.876,1,1,1
handheld_2,20,29,0.898,11278,11278,12.031,13.894,11.486,11.422,107.935,1,1,1
handheld_2,20,35,1.549,60620,60740,49.268,50.126,49.612,49.106,1729.644,1,1,1
handheld_2,20,37,1.549,9813,9813,37.963,23.966,42.666,12.227,279.437,1,1,1
handheld_2,20,8,1.549,67088,67266,50.28,53.501,52.818,50.118,1915.48,1,1,1
handheld_2,20,9,1.549,64652,64830,50.111,95.019,50.793,49.95,1846.112,1,1,1
handheld_2,21,10,1.57,65923,66203,48.396,58.503,58.324,48.232,1936.673,1,1,1
handheld_2,21,11,1.57,63837,64115,48.054,57.99,57.81,47.89,1875.591,1,1,1
handheld_2,21,13,0.299,12575,12575,4.201,5.766,5.068,4.138,13.342,1,1,1
handheld_2,21,17,1.483,12074,12074,19.707,37.81,38.628,16.017,315.147,1,1,1
handheld_2,21,20,0.293,12308,12308,4.085,5.491,4.476,4.036,12.54,1,1,1
handheld_2,21,21,0.298,12325,12325,4.187,5.195,4.292,3.978,12.99,1,1,1
handheld_2,21,24,0.854,1714,1733,34.976,49.409,2.516,2.082,15.0,1,1,1
handheld_2,21,26,1.57,65500,65776,48.567,58.332,58.152,48.403,1924.181,1,1,1
handheld_2,21,27,1.57,64403,64679,47.028,57.99,57.81,46.864,1892.09,1,1,1
handheld_2,21,29,0.293,12001,12001,4.053,4.693,3.82,3.807,12.227,1,1,1
handheld_2,21,35,1.57,61659,61916,47.883,58.161,54.903,47.035,1811.263,1,1,1
handheld_2,21,37,1.181,10428,10428,30.616,20.588,33.134,10.642,172.616,1,1,1
handheld_2,21,8,1.57,65963,66244,48.396,58.674,58.495,48.232,1937.872,1,1,1
handheld_2,21,9,0.292,11565,11565,7.093,17.753,3.778,3.773,11.703,1,1,1
handheld_2,22,10,1.585,57238,57517,45.751,57.508,57.327,45.585,1714.881,1,1,1
handheld_2,22,11,0.29,11086,11086,7.139,16.083,3.783,3.668,11.065,1,1,1
handheld_2,22,13,0.29,12312,12312,6.254,9.384,4.297,3.823,12.289,1,1,1
handheld_2,22,17,1.644,10945,10945,20.772,40.661,41.302,16.82,351.074,1,1,1
handheld_2,22,20,0.29,12039,12039,4.833,4.866,3.965,3.823,12.016,1,1,1
handheld_2,22,21,0.29,12244,12244,4.075,15.009,4.111,3.791,12.221,1,1,1
handheld_2,22,26,1.585,56062,56336,45.406,56.299,56.118,45.24,1679.669,1,1,1
handheld_2,22,27,1.585,55640,55915,45.061,56.299,56.118,43.168,1667.117,1,1,1
handheld_2,22,29,0.29,12057,12057,4.075,4.55,3.823,3.818,12.034,1,1,1
handheld_2,22,35,1.585,52817,53078,43.507,54.745,54.564,42.995,1582.531,1,1,1
handheld_2,22,37,1.585,11048,11084,39.191,25.732,42.309,12.126,330.472,1,1,1
handheld_2,22,8,1.585,57335,57615,45.578,58.026,57.327,45.412,1717.803,1,1,1
handheld_2,22,9,0.29,12022,12022,4.075,15.009,3.889,3.79,11.999,1,1,1
handheld_2,23,10,0.713,69731,69772,28.58,24.083,24.464,24.461,420.959,1,1,1
handheld_2,23,11,1.547,6283,6283,39.094,75.681,18.844,15.344,178.454,1,1,1
handheld_2,23,13,1.547,6968,6968,31.848,48.375,19.332,15.164,197.91,1,1,1
handheld_2,23,17,1.716,7958,7958,21.121,40.759,41.634,15.049,278.111,1,1,1
handheld_2,23,20,1.547,6923,6923,18.199,20.227,19.375,15.405,196.632,1,1,1
handheld_2,23,21,1.547,6896,6896,18.199,20.227,19.364,15.06,195.865,1,1,1
handheld_2,23,26,0.888,67455,67486,32.79,29.897,30.345,30.239,631.566,1,1,1
handheld_2,23,27,0.888,66920,66924,31.339,29.8,30.539,29.84,626.307,1,1,1
handheld_2,23,29,1.547,6847,6847,18.367,19.215,19.838,14.907,194.473,1,1,1
handheld_2,23,35,0.894,65653,65653,31.356,29.709,30.729,29.754,622.743,1,1,1
handheld_2,23,37,0.65,5076,5076,21.17,11.048,16.721,3.094,25.452,1,1,1
handheld_2,23,8,0.713,69789,69831,25.241,24.083,24.748,24.112,421.315,1,1,1
handheld_2,23,9,1.547,6841,6841,39.094,89.503,19.326,15.587,194.303,1,1,1
handheld_2,24,10,0.546,69387,69419,21.827,17.49,18.637,17.405,245.608,1,1,1
handheld_2,24,17,1.149,7891,7891,12.14,27.041,27.627,8.947,123.638,1,1,1
handheld_2,24,21,1.547,3786,3786,13.818,12.136,13.883,10.399,107.533,1,1,1
handheld_2,24,26,0.556,62508,62508,19.864,17.326,17.718,16.927,229.332,1,1,1
handheld_2,24,27,0.546,64343,64343,21.589,17.014,18.518,16.743,227.649,1,1,1
handheld_2,24,29,1.547,3841,3841,13.818,12.136,14.04,10.578,109.095,1,1,1
handheld_2,24,35,0.556,61229,61229,19.622,17.326,18.774,16.869,224.639,1,1,1
handheld_2,24,37,0.541,4165,4202,9.311,8.842,11.338,2.168,14.596,1,1,1
handheld_2,24,8,0.546,70739,70770,22.064,17.847,20.185,17.049,250.388,1,1,1
handheld_2,24,9,1.547,3891,3891,13.986,12.305,14.333,10.499,110.515,1,1,1
handheld_2,26,21,0.778,7240,7240,11.61,10.596,11.669,8.473,52.009,1,1,1
handheld_2,26,29,0.778,7087,7087,11.779,9.748,11.425,8.153,50.91,1,1,1
handheld_2,27,11,0.821,14217,14336,11.983,14.134,14.042,11.896,114.682,1,1,1
handheld_2,27,13,0.821,14706,14823,11.983,17.712,13.863,11.896,118.577,1,1,1
handheld_2,27,17,0.821,3450,3450,16.097,15.386,9.705,3.858,27.598,1,1,1
handheld_2,27,20,0.821,15728,15853,11.983,18.07,14.4,11.896,126.817,1,1,1
handheld_2,27,21,0.821,15367,15493,11.983,14.402,14.31,11.896,123.937,1,1,1
handheld_2,27,24,0.821,14559,14676,11.983,17.443,14.132,11.896,117.401,1,1,1
handheld_2,27,29,0.821,14841,14958,11.983,14.044,13.953,11.896,119.657,1,1,1
handheld_2,27,9,0.821,14466,14590,11.983,14.313,14.221,11.896,116.713,1,1,1
handheld_2,28,11,0.693,3644,3765,3.925,10.344,9.21,3.85,21.459,1,1,1
handheld_2,28,17,0.696,3951,3951,11.902,14.333,8.643,3.181,22.715,1,1,1
handheld_2,28,21,0.692,3772,3905,3.92,10.405,9.951,3.845,22.193,1,1,1
handheld_2,28,29,0.696,3131,3215,3.866,7.735,6.445,3.791,18.483,1,1,1
handheld_2,29,17,0.724,3019,3064,4.18,8.914,9.526,3.227,19.061,1,1,1
handheld_2,29,31,0.812,1537,1537,4.069,3.804,3.981,3.715,12.027,1,1,1
handheld_2,29,9,0.812,25538,25647,17.512,52.376,23.619,14.773,200.691,1,1,1
handheld_2,30,10,0.744,62429,62642,21.151,44.909,28.679,19.772,411.52,1,1,1
handheld_2,30,17,0.257,1599,1690,0.784,3.444,3.416,0.756,1.325,1,1,1
handheld_2,30,2,1.472,20414,20807,35.916,84.843,63.342,17.159,535.062,1,1,1
handheld_2,30,32,0.772,7917,7917,18.836,38.777,11.575,8.279,55.998,1,1,1
handheld_2,30,35,0.744,47691,47834,18.72,27.724,27.644,16.5,314.24,1,1,1
handheld_2,30,8,0.744,53172,53320,20.503,44.909,27.479,19.315,350.28,1,1,1
handheld_2,30,9,0.772,8657,8657,18.92,28.347,12.207,8.133,61.232,1,1,1
handheld_2,31,10,0.612,36386,42439,16.599,22.872,22.781,14.0,188.646,1,1,1
handheld_2,31,2,1.355,54873,55028,37.636,93.158,61.502,29.724,1199.062,1,1,1
handheld_2,31,32,1.243,7271,7271,13.269,33.858,18.793,11.504,133.326,1,1,1
handheld_2,31,35,0.612,26665,33155,10.199,23.272,23.415,9.387,147.377,1,1,1
handheld_2,31,8,0.612,28707,35357,23.265,23.338,23.489,9.559,157.166,1,1,1
handheld_2,31,9,1.243,7506,7506,13.81,18.148,18.799,11.775,137.635,1,1,1
handheld_2,32,10,0.593,18736,19177,15.89,27.46,12.428,9.843,80.033,1,1,1
handheld_2,32,2,0.849,83914,88122,23.582,63.643,44.118,22.475,753.84,1,1,1
handheld_2,32,32,0.849,6768,6768,8.693,24.791,13.265,7.225,57.897,1,1,1
handheld_2,32,35,0.582,11984,28272,22.442,26.189,26.152,11.73,113.653,1,1,1
handheld_2,32,8,0.582,14303,32645,25.231,26.38,26.609,13.22,131.233,1,1,1
handheld_2,32,9,0.849,6889,6889,8.785,13.043,13.291,7.254,58.932,1,1,1
handheld_2,33,10,0.64,19653,19654,14.988,20.292,13.501,10.788,95.541,1,1,1
handheld_2,33,32,0.843,5095,5095,5.509,22.136,13.741,4.8,42.971,1,1,1
handheld_2,33,9,0.843,5281,5281,13.59,36.924,13.856,4.865,44.54,1,1,1
handheld_2,35,13,0.593,14287,14310,9.237,29.657,9.429,7.25,59.721,1,1,1
handheld_2,35,20,0.593,14514,14532,9.237,29.98,9.321,7.27,60.648,1,1,1
handheld_2,35,27,0.302,5868,5891,4.605,7.042,3.085,2.681,6.376,1,1,1
handheld_2,35,29,0.818,5933,5933,9.177,9.982,10.736,7.192,47.115,1,1,1
handheld_2,35,31,0.818,4609,4609,8.108,32.799,8.981,7.233,36.601,1,1,1
handheld_2,36,10,0.862,11659,11659,13.521,61.142,12.958,12.677,102.815,1,1,1
handheld_2,36,13,0.598,7642,7644,7.882,20.589,7.508,6.091,32.442,1,1,1
handheld_2,36,20,0.862,17100,17100,17.089,40.104,15.309,12.822,150.796,1,1,1
handheld_2,36,24,0.561,5059,5101,14.055,3.667,10.435,2.692,19.053,1,1,1
handheld_2,36,26,0.598,10462,10493,23.84,41.765,7.938,6.051,44.533,1,1,1
handheld_2,36,27,0.598,7439,7439,5.862,8.34,8.014,5.624,31.572,1,1,1
handheld_2,36,29,0.598,8151,8151,9.184,17.788,7.213,5.956,34.593,1,1,1
handheld_2,36,31,0.307,9930,9930,3.478,8.463,4.175,3.679,11.107,1,1,1
handheld_2,37,10,0.888,11632,11632,12.671,13.158,13.231,11.44,108.858,1,1,1
handheld_2,37,13,0.74,7386,7386,9.028,18.867,8.764,7.825,48.001,1,1,1
handheld_2,37,20,0.888,15549,15549,14.412,40.443,14.772,12.531,145.515,1,1,1
handheld_2,37,24,0.559,5385,5398,15.892,7.309,9.078,6.458,20.019,1,1,1
handheld_2,37,26,0.74,6778,6778,9.753,19.109,10.816,6.171,44.05,1,1,1
handheld_2,37,27,0.74,6917,6917,8.947,17.012,8.802,7.583,44.953,1,1,1
handheld_2,37,29,0.74,6907,6907,9.753,18.706,8.905,7.696,44.888,1,1,1
